,geoid10,score10,se10
44324,36047043300,0.38391185,0.013068914
44325,36047043400,0.56441933,0.021770956
44326,36047043500,0.3799302,0.012722708
44327,36047043600,0.56882828,0.019718515
44328,36047043700,0.39693293,0.011852669
44329,36047043800,0.54288995,0.025378123
44330,36047043900,0.42085463,0.012947817
44331,36047044000,0.54421669,0.032084946
44332,36047044100,0.43541816,0.012775765
44333,36047044200,0.50366598,0.027561236
44334,36047044300,0.44091898,0.013596292
44335,36047044400,0.51896542,0.026122902
44336,36047044500,0.43137488,0.015413079
44337,36047044600,0.59372032,0.03412443
44338,36047044700,0.42610914,0.02136896
44339,36047044800,0.54597443,0.035226744
44340,36047044900,0.34609529,0.014721067
44341,36047045000,0.58370781,0.070244603
44342,36047045200,0.53359163,0.034996442
44343,36047045300,0.35803697,0.019765323
44344,36047045400,0.50759578,0.035430096
44345,36047045600,0.51476645,0.029746028
44346,36047045800,0.57556313,0.055063035
44347,36047046000,0.52063346,0.020431736
44348,36047046201,0.48793784,0.028851176
44349,36047046202,0.53435266,0.046405919
44350,36047046400,0.51024008,0.024520198
44351,36047046800,0.52499181,0.046553995
44352,36047047000,0.48159027,0.025918974
44353,36047047200,0.40295479,0.020466516
44354,36047047400,0.39520475,0.024631023
44355,36047047600,0.40467483,0.018347269
44356,36047047700,0.44410357,0.02719751
44357,36047047800,0.42784908,0.016426964
44358,36047048000,0.45409483,0.019335099
44359,36047048100,0.46819502,0.023147902
44360,36047048200,0.49632704,0.015475826
44361,36047048400,0.4570989,0.014503463
44362,36047048500,0.42530075,0.025366703
44363,36047048600,0.49659783,0.018788416
44364,36047048800,0.49987721,0.018759951
44365,36047048900,0.35324094,0.012623885
44366,36047049000,0.51649588,0.014151688
44367,36047049100,0.46600896,0.013934164
44368,36047049200,0.46816799,0.01816377
44369,36047049300,0.40641323,0.01009911
44370,36047049400,0.47864079,0.015285117
44371,36047049500,0.45908916,0.022243457
44372,36047049600,0.53201836,0.018584922
44373,36047049700,0.58615941,0.039718952
44374,36047049800,0.47968453,0.022306805
44375,36047049900,0.43593448,0.027504366
44376,36047050000,0.4575333,0.022192948
44377,36047050100,0.49901986,0.032236286
44378,36047050202,0.44287485,0.045414381
44379,36047050300,0.45222276,0.021716449
44380,36047050400,0.45118189,0.017397851
44381,36047050500,0.44193882,0.014372082
44382,36047050600,0.38575196,0.010161354
44383,36047050700,0.41761538,0.0311956
44384,36047050801,0.39031464,0.010615873
44385,36047050803,0.35486457,0.013026976
44386,36047050804,0.39096454,0.0098546753
44387,36047050900,0.39542383,0.024816874
44388,36047051001,0.37841451,0.011155803
44389,36047051002,0.36586598,0.0094673401
44390,36047051100,0.44162908,0.015059875
44391,36047051200,0.37441725,0.0087395972
44392,36047051300,0.40175971,0.012864827
44393,36047051400,0.41876772,0.0094891107
44394,36047051500,0.42891192,0.037090667
44395,36047051601,0.38560799,0.0091895731
44396,36047051602,0.39109942,0.011651635
44397,36047051700,0.42623022,0.040233038
44398,36047051800,0.43345341,0.014842556
44399,36047051900,0.42968911,0.021203781
44400,36047052000,0.4555105,0.014700595
44401,36047052300,0.39720404,0.010888967
44402,36047052500,0.39372423,0.014109491
44403,36047052600,0.45427436,0.015957514
44404,36047052700,0.41251332,0.00911038
44405,36047052800,0.43021306,0.033906799
44406,36047052900,0.38121229,0.014629563
44407,36047053000,0.52182913,0.020565091
44408,36047053100,0.37145245,0.019263569
44409,36047053200,0.49945647,0.028759865
44410,36047053300,0.34388614,0.011140719
44411,36047053400,0.48655552,0.01661149
44412,36047053500,0.35394686,0.012422712
44413,36047053700,0.36214969,0.025271254
44414,36047053800,0.54523534,0.018093118
44416,36047054200,0.52999234,0.023811223
44418,36047054400,0.55190074,0.02433507
44420,36047054600,0.56874388,0.01868096
44421,36047054700,0.36938673,0.017961688
44422,36047054800,0.63283622,0.035770308
44423,36047054900,0.43562967,0.029469153
44424,36047055000,0.62812412,0.021215811
44425,36047055100,0.39427215,0.01592662
44426,36047055200,0.57231253,0.02044614
44427,36047055300,0.4656449,0.028715279
44428,36047055400,0.53921336,0.017997531
44430,36047055600,0.57816219,0.022654513
44432,36047055800,0.56625986,0.027676146
44433,36047056000,0.58428061,0.022316689
44434,36047056100,0.51561296,0.018843343
44435,36047056200,0.60690421,0.034005843
44436,36047056300,0.47437385,0.016665807
44437,36047056400,0.63602525,0.034810174
44438,36047056500,0.45470035,0.019926053
44439,36047056600,0.50103939,0.029259413
44440,36047056800,0.58220917,0.065742843
44441,36047056900,0.52451825,0.027751051
44442,36047057000,0.56956184,0.029742289
44443,36047057100,0.47410303,0.015405048
44444,36047057200,0.38992688,0.01138208
44445,36047057300,0.48494747,0.022063134
44446,36047057400,0.60525,0.030287862
44447,36047057500,0.49986783,0.015160692
44448,36047057600,0.64750165,0.028242728
44449,36047057800,0.53209782,0.021652503
44450,36047057900,0.50109828,0.029137626
44451,36047058000,0.54823577,0.022442706
44452,36047058200,0.51476616,0.02318592
44453,36047058400,0.57781744,0.021251895
44454,36047058600,0.56446373,0.025706777
44455,36047058800,0.58659226,0.022866696
44456,36047058900,0.53831202,0.0276979
44457,36047059000,0.52384531,0.030024191
44458,36047059100,0.52877033,0.017284641
44459,36047059200,0.56609273,0.021940213
44460,36047059300,0.51740193,0.021435928
44461,36047059401,0.58465695,0.016095344
44462,36047059402,0.57785136,0.026066264
44463,36047059600,0.56815785,0.032960657
44464,36047059800,0.52914172,0.025974415
44465,36047060000,0.58052438,0.018679382
44466,36047060600,0.57765388,0.024979219
44467,36047060800,0.5569815,0.022304332
44468,36047061002,0.51774216,0.027631003
44469,36047061003,0.50557286,0.028587919
44470,36047061004,0.53966403,0.015447934
44471,36047061200,0.62017655,0.062532686
44472,36047061600,0.54002166,0.05827973
44473,36047062000,0.60613346,0.052883055
44474,36047062200,0.53968304,0.024886267
44475,36047062600,0.52601343,0.030572526
44476,36047062800,0.51187557,0.027734973
44477,36047063200,0.56821358,0.061154656
44478,36047063600,0.56039625,0.056615334
44479,36047063800,0.60730129,0.054571535
44480,36047064000,0.4361352,0.056973316
44481,36047064200,0.56811345,0.031647708
44482,36047064400,0.62607139,0.039229274
44483,36047064600,0.49466854,0.043073032
44484,36047064800,0.46549115,0.040584706
44485,36047065000,0.53059244,0.041026138
44486,36047065200,0.51365048,0.057707459
44487,36047065400,0.6287486,0.048938449
44488,36047065600,0.52109021,0.046332028
44489,36047065800,0.46413302,0.04591452
44490,36047066000,0.64591146,0.055322099
44491,36047066200,0.56608331,0.052957762
44492,36047067000,0.52109039,0.032628339
44493,36047067200,0.40205371,0.031727996
44494,36047067400,0.4324747,0.026644219
44495,36047067600,0.41181928,0.031988502
44496,36047067800,0.43750557,0.028322566
44497,36047068000,0.4625259,0.031547952
44498,36047068200,0.45055181,0.030588653
44499,36047068600,0.589342,0.047284219
44500,36047068800,0.46483001,0.039201487
44501,36047069000,0.423327,0.033421364
44502,36047069200,0.46519443,0.032583799
44503,36047069601,0.48574618,0.031627387
44504,36047069602,0.56216633,0.029496495
44505,36047069800,0.5399965,0.059012618
44506,36047070000,0.56135011,0.042496491
44507,36047070201,0.62350321,0.026378876
44509,36047070600,0.58356339,0.043639187
44510,36047072000,0.46332023,0.03079919
44511,36047072200,0.42476195,0.024169328
44512,36047072400,0.42367145,0.026777336
44513,36047072600,0.41445324,0.022531964
44514,36047072800,0.41451734,0.021142146
44515,36047073000,0.42701018,0.026421933
44516,36047073200,0.39478031,0.024500726
44517,36047073400,0.40599105,0.020838853
44518,36047073600,0.40728074,0.017418668
44519,36047073800,0.43340343,0.018286752
44520,36047074000,0.39341447,0.014989059
44521,36047074200,0.47563234,0.01998925
44522,36047074400,0.54642779,0.038676444
44523,36047074600,0.51696211,0.032063242
44524,36047074800,0.49608263,0.035005897
44525,36047075000,0.4829036,0.029367941
44526,36047075200,0.55887014,0.056519449
44527,36047075400,0.62741822,0.050229501
44528,36047075600,0.54856873,0.040614057
44529,36047075800,0.61605644,0.04013288
44530,36047076000,0.55989861,0.026323099
44531,36047076200,0.47645152,0.016901996
44532,36047076400,0.41276783,0.013802916
44533,36047076600,0.4068065,0.016001826
44534,36047076800,0.53383517,0.024842568
44535,36047077000,0.40092796,0.014959097
44536,36047077200,0.42317289,0.016462253
44537,36047077400,0.41963735,0.017338103
44538,36047077600,0.43524835,0.01813015
44539,36047078000,0.42345351,0.020188635
44540,36047078200,0.3606562,0.010899791
44541,36047078400,0.43822929,0.019525357
44542,36047078600,0.39429304,0.012447956
44543,36047078800,0.38890886,0.011114941
44544,36047079000,0.39083165,0.0097556077
44545,36047079200,0.35969314,0.011783516
44546,36047079400,0.37134808,0.020200908
44547,36047079601,0.38719347,0.010484609
44548,36047079602,0.37968987,0.0098345224
44549,36047079801,0.37197945,0.013847811
44550,36047079802,0.36955121,0.0087124333
44551,36047080000,0.38089371,0.014765764
44552,36047080200,0.36794579,0.011144422
44553,36047080400,0.39957345,0.013151304
44554,36047080600,0.39869043,0.014846403
44555,36047080800,0.69717151,0.12447377
44556,36047081000,0.4086915,0.019401228
44557,36047081400,0.39176127,0.015679678
44558,36047081600,0.38167509,0.014526178
44559,36047081800,0.36834344,0.010388474
44560,36047082000,0.38800085,0.0094104158
44561,36047082200,0.38707238,0.0082149021
44562,36047082400,0.37605917,0.01066735
44563,36047082600,0.40032896,0.0096767964
44564,36047082800,0.40627673,0.011222756
44565,36047083000,0.37571689,0.010768418
44566,36047083200,0.42500195,0.017820576
44567,36047083400,0.38380358,0.021755377
44568,36047083600,0.37774634,0.020864058
44569,36047083800,0.39352453,0.019610224
44570,36047084000,0.37744629,0.017464088
44571,36047084600,0.37573355,0.020546392
44572,36047084800,0.43063158,0.022378288
44573,36047085000,0.40450504,0.026316807
44575,36047085400,0.39078337,0.020755561
44576,36047085600,0.41426301,0.013031099
44577,36047085800,0.38333026,0.016375981
44578,36047086000,0.38461995,0.012387352
44579,36047086200,0.38605812,0.013558973
44580,36047086400,0.37255642,0.019994119
44581,36047086600,0.41051832,0.014553238
44582,36047086800,0.40022832,0.013165992
44583,36047087000,0.40564141,0.014567626
44584,36047087200,0.39929289,0.015503922
44585,36047087401,0.40675017,0.014367137
44586,36047087600,0.35964856,0.02268919
44587,36047087800,0.40363362,0.01501483
44588,36047088000,0.36973536,0.01781079
44589,36047088200,0.37072906,0.0094579961
44590,36047088400,0.37725437,0.010301183
44591,36047088600,0.38970363,0.01080799
44592,36047088800,0.38072416,0.012679932
44593,36047089000,0.3682059,0.0089772483
44594,36047089200,0.34285441,0.010946465
44595,36047089400,0.37733361,0.015471063
44596,36047089600,0.37220231,0.01402816
44597,36047089800,0.37791711,0.025648497
44598,36047090000,0.34297252,0.009689304
44599,36047090200,0.36310706,0.014438249
44600,36047090600,0.31081173,0.011538951
44601,36047090800,0.29436079,0.011340683
44602,36047091000,0.32567549,0.0093804048
44603,36047091200,0.32660007,0.0078797163
44604,36047091600,0.35113567,0.011158984
44605,36047091800,0.36143318,0.013795379
44606,36047092000,0.3659142,0.015389441
44607,36047092200,0.39350364,0.019763805
44608,36047092400,0.33408281,0.014052327
44609,36047092800,0.39594248,0.018684164
44610,36047093000,0.41464359,0.018911999
44611,36047093200,0.4674255,0.032185785
44612,36047093400,0.38195485,0.021794355
44613,36047093600,0.3856903,0.021243546
44614,36047093800,0.39415652,0.016522959
44615,36047094401,0.37941435,0.018446568
44616,36047094402,0.35390896,0.014902012
44617,36047094600,0.36282668,0.021408632
44618,36047095000,0.37819704,0.018893488
44619,36047095400,0.45364508,0.017642699
44620,36047095600,0.43102953,0.019382343
44621,36047095800,0.42237636,0.019042861
44623,36047096200,0.42855027,0.029147267
44624,36047096400,0.45658952,0.025888309
44625,36047096600,0.40935302,0.025739349
44626,36047096800,0.42061087,0.026475677
44627,36047097000,0.38868326,0.02195392
44628,36047097400,0.36393347,0.024296196
44629,36047098200,0.31747738,0.0098975021
44630,36047098400,0.44388184,0.033470612
44631,36047098600,0.37439752,0.019908825
44632,36047098800,0.42129835,0.019992433
44633,36047099000,0.49941987,0.030066974
44634,36047099200,0.42686495,0.027478172
44635,36047099400,0.43086654,0.033203542
44636,36047099600,0.4530403,0.022639781
44637,36047099800,0.39475924,0.020203769
44638,36047100400,0.39715123,0.02571875
44639,36047100600,0.43004805,0.02699016
44640,36047100800,0.39365152,0.02835953
44641,36047101000,0.45295039,0.027572079
44642,36047101200,0.45063487,0.027523732
44643,36047101400,0.43807036,0.034890857
44644,36047101600,0.32606474,0.041129198
44645,36047101800,0.42959028,0.031468686
44646,36047102000,0.45782784,0.033839304
44647,36047102200,0.45863444,0.032399796
44648,36047102400,0.41741559,0.031277042
44649,36047102600,0.44197118,0.025946269
44650,36047102800,0.39871815,0.037222184
44651,36047103400,0.37092504,0.013527079
44652,36047105801,0.45161182,0.010444825
44653,36047105804,0.42753014,0.011375376
44654,36047107800,0.3595832,0.014913452
44655,36047109800,0.40084374,0.026403788
44656,36047110400,0.33824062,0.011096322
44657,36047110600,0.34554771,0.010768886
44658,36047111000,0.34969577,0.012661245
44659,36047111600,0.35925871,0.018505652
44660,36047111800,0.35346618,0.016888121
44661,36047112000,0.3967838,0.015624797
44662,36047112200,0.38133091,0.015045797
44663,36047112400,0.35496575,0.01548251
44664,36047112600,0.34583193,0.012950647
44665,36047112800,0.34508696,0.011923162
44666,36047113000,0.36413872,0.012722198
44667,36047113200,0.37653524,0.023170335
44668,36047113400,0.32109228,0.014458091
44669,36047114201,0.43778107,0.02543864
44670,36047114202,0.37044826,0.016575728
44671,36047114400,0.37574965,0.016906466
44672,36047114600,0.39528981,0.015750991
44673,36047115000,0.37693807,0.018324317
44674,36047115200,0.3691102,0.016456334
44675,36047115600,0.30864885,0.010756374
44676,36047115800,0.39196768,0.016473956
44677,36047116000,0.34891072,0.016103223
44678,36047116200,0.37104169,0.018806852
44679,36047116400,0.37824118,0.017124552
44680,36047116600,0.36545879,0.016416021
44681,36047116800,0.41986656,0.01986005
44682,36047117000,0.39310366,0.01805044
44683,36047117201,0.43397471,0.016974825
44684,36047117202,0.4129653,0.01474471
44685,36047117400,0.40934393,0.012711786
44686,36047117601,0.43430093,0.016130077
44687,36047117602,0.42900896,0.015526581
44688,36047117800,0.43318808,0.021681646
44689,36047118201,0.42750373,0.015792683
44690,36047118202,0.43346471,0.015316767
44691,36047118400,0.41850001,0.012276395
44692,36047118600,0.45109564,0.016811194
44693,36047118800,0.44747293,0.013881728
44694,36047119000,0.43280506,0.019737775
44695,36047119200,0.39598143,0.018982492
44696,36047119400,0.3919495,0.014885553
44697,36047119600,0.40600035,0.012194364
44698,36047119800,0.39767382,0.01492091
44699,36047120000,0.38906866,0.019305663
44700,36047120200,0.43058804,0.023998251
44701,36047120800,0.36853531,0.009008795
44702,36047121000,0.31243286,0.010096749
44703,36047121400,0.33739966,0.0098378658
44704,36047122000,0.33707598,0.013210098
44705,36047123700,0.38040704,0.020843096
44706,36047150200,0.46408093,0.041577909
44707,36047152200,0.43258274,0.024377575
45230,36061000201,0.45959726,0.014133255
45231,36061000202,0.44998097,0.013174027
45233,36061000600,0.51175165,0.0072241132
45234,36061000700,0.31081533,0.043841381
45235,36061000800,0.55456293,0.0073684701
45236,36061000900,0.41197556,0.058078513
45237,36061001001,0.38564277,0.070662364
45238,36061001002,0.42254013,0.01133641
45239,36061001200,0.47303724,0.025577733
45240,36061001300,0.31794974,0.032399006
45241,36061001401,0.42435712,0.043031558
45242,36061001402,0.48113281,0.017109055
45243,36061001501,0.50986737,0.036874775
45244,36061001502,0.42068836,0.046868578
45245,36061001600,0.54641491,0.008266882
45246,36061001800,0.5324198,0.0074834172
45247,36061002000,0.39503151,0.012303794
45248,36061002100,0.49105409,0.053442676
45249,36061002201,0.46520367,0.011896418
45250,36061002202,0.35053074,0.03390985
45251,36061002400,0.39494997,0.013394567
45252,36061002500,0.46898568,0.013310805
45253,36061002601,0.42513579,0.017345993
45254,36061002602,0.44623902,0.027634984
45255,36061002700,0.55933893,0.03009548
45256,36061002800,0.44346875,0.013446345
45257,36061002900,0.55965781,0.012901425
45258,36061003001,0.46117109,0.013853174
45259,36061003002,0.47481,0.028516404
45260,36061003100,0.54747522,0.051689759
45261,36061003200,0.50883126,0.024316877
45262,36061003300,0.48841923,0.047514454
45263,36061003400,0.39857364,0.020686908
45264,36061003601,0.4682661,0.014799939
45265,36061003602,0.44841576,0.036507986
45266,36061003700,0.53733987,0.067205422
45267,36061003800,0.46310079,0.019530619
45268,36061003900,0.50698322,0.030725138
45269,36061004000,0.47154939,0.02804891
45270,36061004100,0.55636472,0.010625556
45271,36061004200,0.37231329,0.04160966
45272,36061004300,0.54942483,0.017251566
45273,36061004400,0.51050019,0.024295473
45274,36061004500,0.47702727,0.055117372
45275,36061004700,0.48338258,0.050420217
45276,36061004800,0.52006525,0.035331469
45277,36061004900,0.48981684,0.046726875
45278,36061005000,0.3676815,0.047748905
45279,36061005200,0.63628477,0.069571823
45280,36061005400,0.49523529,0.055863336
45281,36061005501,0.44092605,0.062565379
45282,36061005502,0.42958483,0.05484128
45283,36061005600,0.4351244,0.044536348
45284,36061005700,0.52572405,0.06499128
45285,36061005800,0.42967597,0.044794891
45286,36061005900,0.49742866,0.058891326
45287,36061006000,0.64433831,0.073523335
45288,36061006100,0.41635638,0.052490383
45289,36061006200,0.46635479,0.036968559
45290,36061006300,0.46671382,0.049947884
45291,36061006400,0.50918317,0.037096627
45292,36061006500,0.50596398,0.040847436
45293,36061006600,0.41570851,0.014840309
45294,36061006700,0.38273615,0.042092085
45295,36061006800,0.48426285,0.039316528
45296,36061006900,0.52118582,0.059212532
45297,36061007000,0.49629745,0.033122145
45298,36061007100,0.4383198,0.048379045
45299,36061007200,0.53179646,0.03445898
45300,36061007300,0.40516368,0.041963127
45301,36061007400,0.53214812,0.036316495
45302,36061007500,0.46303055,0.063728698
45303,36061007600,0.42530894,0.019619133
45304,36061007700,0.44867295,0.04736454
45305,36061007800,0.47964069,0.031223744
45306,36061007900,0.43818915,0.048841067
45307,36061008000,0.43999174,0.032552671
45308,36061008100,0.42309883,0.02859197
45309,36061008200,0.49885181,0.029737344
45310,36061008300,0.38038516,0.020609567
45311,36061008400,0.47615835,0.041527506
45312,36061008601,0.52931684,0.06602551
45314,36061008603,0.33849838,0.055009399
45315,36061008700,0.50139457,0.032615151
45316,36061008800,0.44168156,0.033755634
45317,36061008900,0.46667594,0.025120307
45318,36061009000,0.45245841,0.035119839
45319,36061009100,0.50022739,0.037050493
45320,36061009200,0.3381407,0.025230376
45321,36061009300,0.42933974,0.019011399
45322,36061009400,0.29611179,0.03724049
45323,36061009500,0.37919253,0.039050721
45324,36061009600,0.42084163,0.029892167
45325,36061009700,0.46781966,0.024147648
45326,36061009800,0.48756251,0.041334789
45327,36061009900,0.3243739,0.037802968
45328,36061010000,0.33501256,0.03073944
45329,36061010100,0.2621049,0.040828958
45330,36061010200,0.038465377,0.029531369
45331,36061010300,0.40349591,0.042452961
45332,36061010400,0.20514148,0.057347745
45333,36061010601,0.53213149,0.054070666
45334,36061010602,0.43390468,0.063610367
45335,36061010800,0.51134622,0.034919571
45336,36061010900,0.44437152,0.048577726
45337,36061011000,0.53442937,0.050181337
45338,36061011100,0.50075698,0.028502122
45339,36061011201,0.38029364,0.055516146
45340,36061011202,0.40672985,0.062407393
45341,36061011203,0.37406036,0.044962633
45342,36061011300,0.40309221,0.045197099
45343,36061011401,0.30948275,0.073015064
45344,36061011402,0.57228595,0.074548565
45345,36061011500,0.42933035,0.035650849
45346,36061011600,0.40473622,0.058237579
45347,36061011700,0.54494601,0.049967278
45348,36061011800,0.53448421,0.042848144
45349,36061011900,0.31042483,0.029133927
45350,36061012000,0.40887061,0.081953488
45351,36061012100,0.44918004,0.021192787
45352,36061012200,0.52349049,0.065700151
45353,36061012400,0.45889395,0.028533127
45354,36061012500,0.35749865,0.030910043
45355,36061012600,0.45945591,0.029630214
45356,36061012700,0.45673224,0.018213367
45357,36061012800,0.44692802,0.05255549
45358,36061012900,0.40398768,0.023627667
45359,36061013000,0.42637905,0.068837039
45360,36061013100,0.48397186,0.039146975
45361,36061013200,0.44926038,0.033251364
45362,36061013300,0.46114692,0.024128629
45363,36061013400,0.36547935,0.031020267
45364,36061013500,0.42439741,0.018305039
45365,36061013600,0.50818771,0.029554049
45366,36061013700,0.42516187,0.026850361
45367,36061013800,0.4785434,0.028082903
45368,36061013900,0.47072965,0.02389808
45369,36061014000,0.48391953,0.036016993
45370,36061014200,0.41526571,0.055545885
45371,36061014300,0.75567675,0.19839305
45372,36061014401,0.54492551,0.050392706
45373,36061014402,0.4997814,0.04382417
45374,36061014500,0.41630057,0.041483436
45375,36061014601,0.52307737,0.048309162
45376,36061014602,0.42760825,0.034799755
45377,36061014700,0.50967151,0.13093354
45378,36061014801,0.41796127,0.070434429
45379,36061014802,0.51835304,0.047131121
45380,36061014900,0.40740341,0.043386046
45381,36061015001,0.46653584,0.090691254
45382,36061015002,0.55085164,0.073317841
45383,36061015100,0.39465907,0.014870896
45384,36061015200,0.36793515,0.015919449
45385,36061015300,0.52511889,0.038878232
45386,36061015400,0.47911042,0.020625141
45387,36061015500,0.50235265,0.043467388
45388,36061015601,0.41934431,0.025313839
45389,36061015602,0.36173847,0.024405435
45390,36061015700,0.45620796,0.035721213
45391,36061015801,0.4184376,0.043287817
45392,36061015802,0.38757342,0.026776453
45393,36061015900,0.48572752,0.038164135
45394,36061016001,0.52817774,0.066947073
45395,36061016002,0.43324816,0.031066421
45396,36061016100,0.44435963,0.046751093
45397,36061016200,0.36107567,0.0089079514
45398,36061016300,0.54064888,0.038881697
45399,36061016400,0.37340084,0.011263338
45400,36061016500,0.40800843,0.032251477
45401,36061016600,0.36236274,0.012195777
45402,36061016700,0.42686856,0.035311062
45403,36061016800,0.38459253,0.014837117
45404,36061016900,0.41829291,0.023901399
45405,36061017000,0.40953565,0.012886618
45406,36061017100,0.39651379,0.026931668
45407,36061017200,0.36189827,0.012462454
45408,36061017300,0.41687101,0.021522505
45409,36061017401,0.3616558,0.012852205
45410,36061017402,0.32812378,0.014894573
45411,36061017500,0.43476072,0.02496502
45412,36061017700,0.37321571,0.013865082
45413,36061017800,0.35916141,0.014475913
45414,36061017900,0.36829478,0.021630516
45415,36061018000,0.35078532,0.010533134
45416,36061018100,0.42899433,0.020432875
45417,36061018200,0.35771832,0.010672525
45418,36061018300,0.41686887,0.020519959
45419,36061018400,0.34485096,0.011724627
45420,36061018500,0.33076912,0.03347148
45421,36061018600,0.3320221,0.01030975
45422,36061018700,0.42383638,0.019164678
45423,36061018800,0.35100856,0.013972691
45424,36061018900,0.38691708,0.0089181978
45425,36061019000,0.32427275,0.01902871
45426,36061019100,0.41266242,0.018986639
45427,36061019200,0.36860436,0.014522297
45428,36061019300,0.39297721,0.010577623
45429,36061019400,0.33345824,0.0093372604
45430,36061019500,0.43398407,0.017306443
45431,36061019600,0.33114731,0.01226899
45433,36061019702,0.39769772,0.024751056
45434,36061019800,0.34120882,0.032303706
45435,36061019900,0.43315652,0.028582631
45436,36061020000,0.32122949,0.02049738
45437,36061020101,0.52402538,0.13950619
45438,36061020102,0.32200697,0.012964382
45439,36061020300,0.50403142,0.055436652
45440,36061020500,0.36767873,0.053234931
45441,36061020600,0.32624978,0.015601742
45442,36061020701,0.41126454,0.060379267
45443,36061020800,0.31555018,0.012532885
45444,36061020901,0.36717296,0.014750065
45445,36061021000,0.33600444,0.010484559
45446,36061021100,0.39557943,0.011848389
45447,36061021200,0.32030568,0.016725862
45448,36061021303,0.35737562,0.012257822
45449,36061021400,0.30171877,0.01527759
45450,36061021500,0.31607121,0.016726648
45451,36061021600,0.33621141,0.0093574291
45452,36061021800,0.3225584,0.011311896
45453,36061021900,0.36918345,0.010153743
45454,36061022000,0.32408908,0.012303072
45455,36061022102,0.33457687,0.02179007
45456,36061022200,0.34669721,0.021496991
45457,36061022301,0.39885619,0.0081644021
45458,36061022302,0.38157532,0.013761569
45459,36061022400,0.33328938,0.0096484758
45460,36061022500,0.39700904,0.0078771012
45461,36061022600,0.30184138,0.014003371
45462,36061022700,0.36429325,0.014362057
45463,36061022800,0.33551207,0.013629822
45464,36061022900,0.38843778,0.0085679451
45465,36061023000,0.33161655,0.0095085148
45466,36061023100,0.33755744,0.010589871
45467,36061023200,0.32942826,0.0084610134
45468,36061023300,0.37659469,0.010293458
45469,36061023400,0.332941,0.013119922
45470,36061023501,0.35253036,0.011881456
45471,36061023502,0.31354287,0.018358003
45472,36061023600,0.33723584,0.012004041
45473,36061023700,0.38022009,0.010645278
45474,36061023801,0.45752743,0.018604547
45475,36061023802,0.5339511,0.10843894
45476,36061023900,0.34739819,0.017640773
45478,36061024100,0.38657513,0.009436735
45479,36061024200,0.33110219,0.011956057
45480,36061024301,0.35324186,0.013071759
45481,36061024302,0.3159332,0.0097987028
45482,36061024500,0.4026328,0.0062450403
45483,36061024700,0.40460485,0.0092551196
45484,36061024900,0.37365848,0.020885816
45485,36061025100,0.42128894,0.014347981
45486,36061025300,0.42194751,0.0068225428
45487,36061025500,0.4712601,0.01319468
45488,36061025700,0.32645372,0.015170902
45489,36061025900,0.34952649,0.019419679
45490,36061026100,0.41242883,0.0067162816
45491,36061026300,0.41217294,0.0079642516
45492,36061026500,0.43142575,0.01002061
45493,36061026700,0.42807242,0.020863667
45494,36061026900,0.40513948,0.0077901841
45495,36061027100,0.42414254,0.0091842897
45496,36061027300,0.472027,0.019610986
45497,36061027500,0.42561212,0.03862777
45498,36061027700,0.41524991,0.0086751869
45499,36061027900,0.40790996,0.0075398115
45500,36061028100,0.56134474,0.044204537
45501,36061028300,0.4409309,0.010601907
45502,36061028500,0.39651525,0.0083502792
45503,36061028700,0.44284871,0.014429677
45504,36061029100,0.40574095,0.00678446
45505,36061029300,0.40340751,0.007833505
45506,36061029500,0.41661876,0.011895415
45507,36061029900,0.40232271,0.013325226
45508,36061030300,0.43522495,0.015306576
45509,36061030700,0.46112078,0.028705178
45510,36061030900,0.41417179,0.011319267
45512,36061031703,0.51695538,0.041087605
45513,36061031704,0.46878812,0.039534621
45967,36081000100,0.36349562,0.050631877
45968,36081000200,0.48387101,0.022159256
45969,36081000400,0.49619892,0.015432206
45970,36081000600,0.46978816,0.017389616
45971,36081000700,0.49105775,0.02461271
45972,36081000800,0.51687992,0.02099447
45973,36081001000,0.50477481,0.019556584
45974,36081001200,0.53625309,0.020234844
45975,36081001400,0.48094356,0.022767793
45976,36081001600,0.5105533,0.022349719
45977,36081001800,0.43063393,0.020266976
45978,36081001900,0.40133137,0.047849536
45979,36081002000,0.43068412,0.036539949
45980,36081002200,0.46578175,0.024173673
45981,36081002400,0.49574357,0.023136809
45982,36081002500,0.33663636,0.0079868594
45983,36081002600,0.48494369,0.025654802
45984,36081002800,0.48401055,0.019856775
45985,36081003000,0.47403798,0.041365817
45986,36081003100,0.568878,0.030027
45987,36081003200,0.47889033,0.029133501
45988,36081003300,0.50403911,0.025032047
45989,36081003400,0.47826418,0.020287788
45990,36081003600,0.47677842,0.01900728
45991,36081003800,0.53611875,0.024424529
45992,36081003900,0.39767498,0.029054189
45993,36081004001,0.51872355,0.025909327
45994,36081004002,0.49228698,0.032362096
45995,36081004200,0.49862829,0.016797023
45996,36081004300,0.38986978,0.017933143
45997,36081004401,0.50130457,0.021744281
45998,36081004500,0.41925728,0.048622977
45999,36081004700,0.38376898,0.01572171
46001,36081005100,0.52928203,0.02389067
46002,36081005200,0.47542259,0.021198798
46003,36081005300,0.51466388,0.019017344
46004,36081005400,0.45647496,0.018885637
46005,36081005500,0.43160143,0.030625379
46006,36081005700,0.47272989,0.017421892
46007,36081005800,0.52279013,0.018556636
46008,36081005900,0.50318599,0.020547381
46009,36081006100,0.45339969,0.017218212
